# Theoretical transmission filter for J-PLUS filter F395
# Date of creation: 2013-01-17
# Author: J. Varela
# 
# Requirements:
#    Central wavelength (Angstroms): 3950
#    W1 (Angstroms): 70
#    FWHM (Angstroms): 100
#    Transmission peak: 0.75
#
# Columns description:
#    wl: Wavelength in Angstroms
#    T: Transmission
#    T+CCD: Transmission Filter+CCD
#
# wl   T  T+CCD
3932.5 0.7500 0.6803
3932.6 0.7500 0.6803
3932.7 0.7500 0.6803
3932.8 0.7500 0.6804
3932.9 0.7500 0.6804
3933.0 0.7500 0.6804
3933.1 0.7500 0.6804
3933.2 0.7500 0.6805
3933.3 0.7500 0.6805
3933.4 0.7500 0.6805
3933.5 0.7500 0.6805
3933.6 0.7500 0.6806
3933.7 0.7500 0.6806
3933.8 0.7500 0.6806
3933.9 0.7500 0.6806
3934.0 0.7500 0.6807
3934.1 0.7500 0.6807
3934.2 0.7500 0.6807
3934.3 0.7500 0.6807
3934.4 0.7500 0.6808
3934.5 0.7500 0.6808
3934.6 0.7500 0.6808
3934.7 0.7500 0.6808
3934.8 0.7500 0.6809
3934.9 0.7500 0.6809
3935.0 0.7500 0.6809
3935.1 0.7500 0.6810
3935.2 0.7500 0.6810
3935.3 0.7500 0.6810
3935.4 0.7500 0.6810
3935.5 0.7500 0.6811
3935.6 0.7500 0.6811
3935.7 0.7500 0.6811
3935.8 0.7500 0.6811
3935.9 0.7500 0.6812
3936.0 0.7500 0.6812
3936.1 0.7500 0.6812
3936.2 0.7500 0.6812
3936.3 0.7500 0.6813
3936.4 0.7500 0.6813
3936.5 0.7500 0.6813
3936.6 0.7500 0.6813
3936.7 0.7500 0.6814
3936.8 0.7500 0.6814
3936.9 0.7500 0.6814
3937.0 0.7500 0.6814
3937.1 0.7500 0.6815
3937.2 0.7500 0.6815
3937.3 0.7500 0.6815
3937.4 0.7500 0.6815
3937.5 0.7500 0.6816
3937.6 0.7500 0.6816
3937.7 0.7500 0.6816
3937.8 0.7500 0.6816
3937.9 0.7500 0.6817
3938.0 0.7500 0.6817
3938.1 0.7500 0.6817
3938.2 0.7500 0.6817
3938.3 0.7500 0.6818
3938.4 0.7500 0.6818
3938.5 0.7500 0.6818
3938.6 0.7500 0.6818
3938.7 0.7500 0.6819
3938.8 0.7500 0.6819
3938.9 0.7500 0.6819
3939.0 0.7500 0.6819
3939.1 0.7500 0.6820
3939.2 0.7500 0.6820
3939.3 0.7500 0.6820
3939.4 0.7500 0.6820
3939.5 0.7500 0.6821
3939.6 0.7500 0.6821
3939.7 0.7500 0.6821
3939.8 0.7500 0.6821
3939.9 0.7500 0.6822
3940.0 0.7500 0.6822
3940.1 0.7500 0.6822
3940.2 0.7500 0.6823
3940.3 0.7500 0.6823
3940.4 0.7500 0.6823
3940.5 0.7500 0.6823
3940.6 0.7500 0.6824
3940.7 0.7500 0.6824
3940.8 0.7500 0.6824
3940.9 0.7500 0.6824
3941.0 0.7500 0.6825
3941.1 0.7500 0.6825
3941.2 0.7500 0.6825
3941.3 0.7500 0.6825
3941.4 0.7500 0.6826
3941.5 0.7500 0.6826
3941.6 0.7500 0.6826
3941.7 0.7500 0.6826
3941.8 0.7500 0.6827
3941.9 0.7500 0.6827
3942.0 0.7500 0.6827
3942.1 0.7500 0.6827
3942.2 0.7500 0.6828
3942.3 0.7500 0.6828
3942.4 0.7500 0.6828
3942.5 0.7500 0.6828
3942.6 0.7500 0.6829
3942.7 0.7500 0.6829
3942.8 0.7500 0.6829
3942.9 0.7500 0.6829
3943.0 0.7500 0.6830
3943.1 0.7500 0.6830
3943.2 0.7500 0.6830
3943.3 0.7500 0.6830
3943.4 0.7500 0.6831
3943.5 0.7500 0.6831
3943.6 0.7500 0.6831
3943.7 0.7500 0.6831
3943.8 0.7500 0.6832
3943.9 0.7500 0.6832
3944.0 0.7500 0.6832
3944.1 0.7500 0.6832
3944.2 0.7500 0.6833
3944.3 0.7500 0.6833
3944.4 0.7500 0.6833
3944.5 0.7500 0.6833
3944.6 0.7500 0.6834
3944.7 0.7500 0.6834
3944.8 0.7500 0.6834
3944.9 0.7500 0.6834
3945.0 0.7500 0.6835
3945.1 0.7500 0.6835
3945.2 0.7500 0.6835
3945.3 0.7500 0.6836
3945.4 0.7500 0.6836
3945.5 0.7500 0.6836
3945.6 0.7500 0.6836
3945.7 0.7500 0.6837
3945.8 0.7500 0.6837
3945.9 0.7500 0.6837
3946.0 0.7500 0.6837
3946.1 0.7500 0.6838
3946.2 0.7500 0.6838
3946.3 0.7500 0.6838
3946.4 0.7500 0.6838
3946.5 0.7500 0.6839
3946.6 0.7500 0.6839
3946.7 0.7500 0.6839
3946.8 0.7500 0.6839
3946.9 0.7500 0.6840
3947.0 0.7500 0.6840
3947.1 0.7500 0.6840
3947.2 0.7500 0.6840
3947.3 0.7500 0.6841
3947.4 0.7500 0.6841
3947.5 0.7500 0.6841
3947.6 0.7500 0.6841
3947.7 0.7500 0.6842
3947.8 0.7500 0.6842
3947.9 0.7500 0.6842
3948.0 0.7500 0.6842
3948.1 0.7500 0.6843
3948.2 0.7500 0.6843
3948.3 0.7500 0.6843
3948.4 0.7500 0.6843
3948.5 0.7500 0.6844
3948.6 0.7500 0.6844
3948.7 0.7500 0.6844
3948.8 0.7500 0.6844
3948.9 0.7500 0.6845
3949.0 0.7500 0.6845
3949.1 0.7500 0.6845
3949.2 0.7500 0.6845
3949.3 0.7500 0.6846
3949.4 0.7500 0.6846
3949.5 0.7500 0.6846
3949.6 0.7500 0.6846
3949.7 0.7500 0.6847
3949.8 0.7500 0.6847
3949.9 0.7500 0.6847
3950.0 0.7500 0.6847
3950.1 0.7500 0.6848
3950.2 0.7500 0.6848
3950.3 0.7500 0.6848
3950.4 0.7500 0.6849
3950.5 0.7500 0.6849
3950.6 0.7500 0.6849
3950.7 0.7500 0.6849
3950.8 0.7500 0.6850
3950.9 0.7500 0.6850
3951.0 0.7500 0.6850
3951.1 0.7500 0.6850
3951.2 0.7500 0.6851
3951.3 0.7500 0.6851
3951.4 0.7500 0.6851
3951.5 0.7500 0.6851
3951.6 0.7500 0.6852
